,Unnamed: 0,id,name,price,mrp,variant,image_url,tags
209,209,LDTF6Y53EMFQ6GPY, Surf excel Matic Front Load Liquid Detergent, 370.0, 415.0, 2 L, https://rukminim1.flixcart.com/image/280/280/jl41nrk0/laundry-detergent/g/p/y/2-matic-front-load-liquid-surf-excel-original-imaf8amxaze3fuvd.jpeg,surf excel matic front load liquid deterg 370.0 415.0 2 l
210,210,RICF2NU4ADNGYGA4, Shree Akshara Premium Sona Masoori Rice (Raw), 590.0, 730.0, 10 kg, https://rukminim1.flixcart.com/image/280/280/jf9zxjk0/rice/g/a/4/10-premium-raw-white-bag-sona-masoori-rice-shree-akshara-original-imaf3rzmhmrhvb4u.jpeg,shree akshara premium sona masoori rice (raw) 590.0 730.0 10 kg
211,211,SMPDVVFNE3HRGNVB, SUNSILK Lusciously Thick & Long Shampoo, 360.0, 480.0, 650 ml, https://rukminim1.flixcart.com/image/280/280/kjem3rk0-0/shampoo/v/z/n/650-lusciously-thick-long-shampoo-sunsilk-original-imafyzehrk4fz2fy.jpeg,sunsilk luscious thick & long shampoo 360.0 480.0 650 ml
212,212,EDOEVT5UBH2YZSNB, EMAMI Healthy & Tasty Kachchi Ghani Mustard Oil Plastic Bottle, 183.0, 215.0, 1 L, https://rukminim1.flixcart.com/image/280/280/ja8j0cw0/edible-oil/s/n/b/1-healthy-tasty-kachchi-ghani-plastic-bottle-mustard-oil-emami-original-imaezvy335rjhfgg.jpeg,emami healthi & tasti kachchi ghani mustard oil plastic bottl 183.0 215.0 1 l
213,213,SOPF953TTAFG2DKM, santoor Sandal & Turmeric Soap, 246.0, 300.0, 8x125 g, https://rukminim1.flixcart.com/image/280/280/kolsscw0/soap/u/l/u/sandal-turmeric-soap-santoor-original-imag3yyhxwvwqh79.jpeg,santoor sandal & turmer soap 246.0 300.0 8x125 g
214,214,CAFFJBYYESR4CHF8, Kellogg's Choco Moon and Stars, 380.0, 640.0, 1.2 kg Pouch, https://rukminim1.flixcart.com/image/280/280/klicfww0/cereal-flake/7/g/h/choco-moon-and-stars-pouch-kellogg-s-original-imagymf3drctqygr.jpeg,kellogg' choco moon and star 380.0 640.0 1.2 kg pouch
216,216,SCMEXBGHCT3HVQTZ, Flipkart Supermart Select Phool Makhana, 153.0, 168.0, 100 g, https://rukminim1.flixcart.com/image/280/280/k70spzk0/edible-seed/q/t/z/100-roasted-pouch-flipkart-supermart-select-original-imafpck6hf9ah9yu.jpeg,flipkart supermart select phool makhana 153.0 168.0 100 g
217,217,NDFFUTBSAEPHAYMQ, Regency Apricots, 122.0, 195.0, 200 g, https://rukminim1.flixcart.com/image/280/280/kgzg8sw0/nut-dry-fruit/y/m/q/200-dried-apricots-pouch-regency-original-imafx3p9pdwk8m3e.jpeg,regenc apricot 122.0 195.0 200 g
218,218,CKBFSF98YBNQMCAY, BRITANNIA Good Day Cashew Cookies, 172.0, 230.0, 10x100 g, https://rukminim1.flixcart.com/image/280/280/kjuby4w0/cookie-biscuit/d/c/k/good-day-cashew-cookies-britannia-original-imafzbfksbwdheme.jpeg,britannia good day cashew cooki 172.0 230.0 10x100 g
219,219,FCPFXT3DUC5JQPG8, Nyle Refreshing Facial Sheet Mask, 96.0, 125.0, 25 ml, https://rukminim1.flixcart.com/image/280/280/kkec4280/face-pack/h/a/f/refreshing-facial-sheet-mask-sheet-mask-nyle-original-imafzra8x9szzkng.jpeg,nyle refresh facial sheet mask 96.0 125.0 25 ml
220,220,SAKEUB52HWZCB7RZ, Maggi Hot & Sweet Tomato Chilli Sauce Sauce, 148.0, 165.0, 1 kg Glass Bottle, https://rukminim1.flixcart.com/image/280/280/kjswia80/sauce-ketchup/7/y/u/hot-sweet-tomato-chilli-sauce-glass-bottle-sauce-maggi-original-imafzaaqreaz3cdf.jpeg,maggi hot & sweet tomato chilli sauc sauc 148.0 165.0 1 kg glass bottl
221,221,LDTEUHDNHY8UG6GT, Rin Lemon and Rose Detergent Powder 4 kg, 297.0, 338.0, 4 kg, https://rukminim1.flixcart.com/image/280/280/jy90eq80/laundry-detergent/6/g/t/lemon-and-rose-detergent-powder-rin-original-imafggwjbpt4xrqy.jpeg,rin lemon and rose deterg powder 4 kg 297.0 338.0 4 kg
222,222,NDFFZ4QMNUDBWBHX, Molsi's Broken 4 Pieces Cashews, 367.0, 425.0, 500 g, https://rukminim1.flixcart.com/image/280/280/klicfww0/nut-dry-fruit/d/o/x/500-na-pouch-molsi-s-original-imagym7ezjjzxdz6.jpeg,molsi' broken 4 piec cashew 367.0 425.0 500 g
224,224,DAJEUARYCMJP9GHG, Real Fruit Juice - Apple, 92.0, 105.0, 1 L, https://rukminim1.flixcart.com/image/280/280/kbb49zk0/drinks-juice/g/h/g/1-fruit-juice-apple-tetrapack-real-original-imafszzp3k2fvuew.jpeg,real fruit juic - appl 92.0 105.0 1 l
225,225,BCRFS7Z4T2FVSZ4Y, Flipkart Supermart Home Essentials Disinfectant Surface Cleaner Lemon, 165.0, 330.0, 2 L, https://rukminim1.flixcart.com/image/280/280/khavrm80/bathroom-floor-cleaner/z/4/y/lemon-2-disinfectant-surface-cleaner-bottle-flipkart-supermart-original-imafxcghszxjmttb.jpeg,flipkart supermart home essenti disinfect surfac cleaner lemon 165.0 330.0 2 l
226,226,DEOFGBZGET2YYFTR, Kamasutra Spark Power series Body Spray  -  For Men & Women, 105.0, 210.0, 135 ml, https://rukminim1.flixcart.com/image/280/280/kp2y2kw0/deodorant/k/h/z/spark-power-series-body-spray-kamasutra-men-women-original-imag3e3fwcgxc3zg.jpeg,kamasutra spark power seri bodi spray - for men & women 105.0 210.0 135 ml
227,227,TEAETC92QZFTY8RR, Lipton Honey, Lemon Green Tea Bags Box, 517.0, 575.0, 402.0,lipton honey lemon green tea bag box 517.0 575.0
228,228,FLRF4SSG3TWVYYQB, Flipkart Supermart Select Rice Flour, 26.0, 40.0, 500 g, https://rukminim1.flixcart.com/image/280/280/k7285u80/flour/y/q/b/500-rice-flour-rice-flour-flipkart-supermart-select-original-imafpdsyvybqj98j.jpeg,flipkart supermart select rice flour 26.0 40.0 500 g
229,229,CHPFX5Z9TUMENBUW, Lay's India's Magic Masala Chips, 80.0, 85.0, 190 g, https://rukminim1.flixcart.com/image/280/280/kox8b680/chips/s/c/7/india-s-magic-masala-lay-s-original-imag39pvsfth8thq.jpeg,lay' india' magic masala chip 80.0 85.0 190 g
230,230,NDFFYM3HZWXZ4YRU, Farmley Popular California Almonds, 667.0, 1250.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/kjrh2fk0/nut-dry-fruit/u/w/1/premium-california-pouch-farmley-original-imafz9dhnwgevfpt.jpeg,farmley popular california almond 667.0 1250.0 1 kg
231,231,WSPFUG9XXFZ82DPF, Flipkart Supermart Front Load Matic Detergent Powder 2 kg, 299.0, 499.0, 2 kg, https://rukminim1.flixcart.com/image/280/280/khtghow0/washing-powder/d/p/f/2-front-load-matic-flipkart-supermart-original-imafxr5hqhycaw6x.jpeg,flipkart supermart front load matic deterg powder 2 kg 299.0 499.0 2 kg
232,232,MDMETGN54VNKYTVZ, Horlicks Women's Plus Calseal Formula - Caramel Flavour, 275.0, 299.0, 400 g, https://rukminim1.flixcart.com/image/280/280/kh0vonk0/energy-sport-drink-mix/h/p/a/400-women-s-plus-caramel-jar-horlicks-original-imafx4pj8qtrsyx3.jpeg,horlick women' plu calseal formula - caramel flavour 275.0 299.0 400 g
233,233,DAJEUC5GGEVVVXZV, B Natural Orange - Juice, 71.0, 110.0, 1 L, https://rukminim1.flixcart.com/image/280/280/kobspe80/drinks-juice/y/r/p/orange-juice-tetrapack-b-natural-original-imag2tcm7ry4ddzp.jpeg,b natur orang - juic 71.0 110.0 1 l
234,234,FLREW8SHHHYRP4NN, PATANJALI Whole Wheat Atta, 340.0, 340.0, 10 kg, https://rukminim1.flixcart.com/image/280/280/jox7xjk0/flour/4/n/n/10-whole-wheat-atta-whole-wheat-flour-patanjali-original-imafb9qfgbk5fpyh.jpeg,patanjali whole wheat atta 340.0 340.0 10 kg
235,235,CHEF6TYXQNNXCWQW, BRITANNIA Processed cheese Slices, 147.0, 155.0, 200 g, https://rukminim1.flixcart.com/image/280/280/k9a8tjk0/cheese/w/q/w/200-cheese-slices-processed-cheese-britannia-original-imafr44tarntb6zb.jpeg,britannia process chees slice 147.0 155.0 200 g
236,236,CAFF5FY5TPUZR7YA, Saffola Veggie Twist Masala Oats, 161.0, 195.0, 500 g Pouch, https://rukminim1.flixcart.com/image/280/280/kox8b680/cereal-flake/p/q/n/veggie-twist-masala-oats-pouch-saffola-original-imag39ufrzss3ghz.jpeg,saffola veggi twist masala oat 161.0 195.0 500 g pouch
237,237,ARDFGCBE2URQ5DCZ, Pepsi Plastic Bottle, 63.0, 75.0, 1.5 L, 806.0,pepsi plastic bottl 63.0 75.0 1.5 l
239,239,SMPD9FYFVANHUAV8, DOVE Hair Fall Rescue Shampoo, 242.0, 255.0, 340 ml, https://rukminim1.flixcart.com/image/280/280/jjd6aa80/shampoo/a/v/8/340-hair-fall-rescue-shampoo-dove-original-imaez6hvxrf886wm.jpeg,dove hair fall rescu shampoo 242.0 255.0 340 ml
241,241,GLAEVJFJ6J4JTG5Y, colin Glass Cleaner, 139.0, 159.0, 1 L, https://rukminim1.flixcart.com/image/280/280/klcmoi80/glass-cleaner/e/b/d/glass-and-household-cleaner-colin-original-imagygykgnfd27a8.jpeg,colin glass cleaner 139.0 159.0 1 l
242,242,BCRET7WHT9WDDFYG, LIZOL Disinfectant Surface Cleaner Citrus, 93.0, 93.0, 500 ml, https://rukminim1.flixcart.com/image/280/280/k7z3afk0/bathroom-floor-cleaner/f/y/g/citrus-500-disinfectant-surface-cleaner-bottle-lizol-original-imafq39xkbnfwngm.jpeg,lizol disinfect surfac cleaner citru 93.0 93.0 500 ml
244,244,HOLFJ2YCGRQMD5QH, Parachute Advansed Gold Coconut  Hair Oil, 182.0, 215.0, 400 ml, https://rukminim1.flixcart.com/image/280/280/kdrpksw0/hair-oil/5/q/h/400-gold-coconut-hair-oil-parachute-advansed-original-imafuhh9qdgwrppm.jpeg,parachut advans gold coconut hair oil 182.0 215.0 400 ml
245,245,HNYFSGQVFH59EWY4, Saffola 100% Pure Honey, 313.0, 430.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/kcjexe80/honey/w/y/4/1-honey-saffola-original-imaftn9ppz2shxzg.jpeg,saffola 100% pure honey 313.0 430.0 1 kg
246,246,SCMEXBGH7P6UPFEN, Flipkart Supermart Select Cardamom (Elaichi Green), 191.0, 300.0, 50 g, https://rukminim1.flixcart.com/image/280/280/kc54ivk0/spice-masala/f/e/n/50-cardamom-elaichi-green-pouch-flipkart-supermart-select-whole-original-imaftbv5zrnknwuc.jpeg,flipkart supermart select cardamom (elaichi green) 191.0 300.0 50 g
249,249,INSFSFCY5ZCYXGRY, Flipkart Supermart Home Essentials Jasmine, 40.0, 80.0, 100 Units, https://rukminim1.flixcart.com/image/280/280/khcb7gw0/incense-stick/g/r/y/agarbatti-100-flipkart-supermart-home-essentials-original-imafxd9s4zutpxrk.jpeg,flipkart supermart home essenti jasmin 40.0 80.0 100 unit
250,250,TEAETC92PCQM7RKM, Taj Mahal Tea Box, 150.0, 150.0, 250 g Box, https://rukminim1.flixcart.com/image/280/280/jyq5oy80/tea/t/5/u/500-na-regular-tea-taj-mahal-powder-original-imaf6ect9ykqfech.jpeg,taj mahal tea box 150.0 150.0 250 g box
252,252,GHEEUC295QPZBEZN, MOTHER DAIRY Pure Healthy Cow Ghee 1 L Pouch, 529.0, 550.0, 1 L Pouch, https://rukminim1.flixcart.com/image/280/280/js23pu80/ghee/e/z/n/1-pure-healthy-cow-pouch-mother-dairy-original-imafdpkh8akhfwqh.jpeg,mother dairi pure healthi cow ghee 1 l pouch 529.0 550.0 1 l pouch
253,253,PLSEWWBUNFGQMZJU, Flipkart Supermart Select Red Masoor Dal (Whole), 116.0, 150.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/k7ksvww0/pulses/z/j/u/1-red-masoor-dal-whole-masoor-dal-flipkart-supermart-select-original-imafps7vy53aftzk.jpeg,flipkart supermart select red masoor dal (whole) 116.0 150.0 1 kg
254,254,RICFECW7G4VHRYZR, UNITY Biryani Basmati Rice (Long Grain), 109.0, 170.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/knqd3m80/rice/q/8/2/white-biryani-na-basmati-rice-pouch-unity-original-imag2c7x7czvzyqs.jpeg,uniti biryani basmati rice (long grain) 109.0 170.0 1 kg
256,256,FLRFRYXSHUHV2VRB, Desi Choice Chakki Atta, 141.0, 180.0, 5 kg, https://rukminim1.flixcart.com/image/280/280/kd3f3bk0/flour/v/r/b/5-atta-1-whole-wheat-flour-desi-choice-original-imafu2wbwqggnhme.jpeg,desi choic chakki atta 141.0 180.0 5 kg
257,257,PLSFRJK2H5GYCEAY, Desi Choice Raw Peanut (Whole), 84.0, 100.0, 500 g, https://rukminim1.flixcart.com/image/280/280/kdeum4w0/pulses/e/a/y/500-raw-peanut-500g-raw-peanut-desi-choice-original-imafubhyhwwugwdj.jpeg,desi choic raw peanut (whole) 84.0 100.0 500 g
258,258,LDTET5UDKKFUPGRN, Tide Plus Jasmine and Rose Detergent Powder 1 kg, 100.0, 100.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/jr83gy80/laundry-detergent/g/r/n/1-plus-jasmine-rose-detergent-powder-tide-original-imafd2kkczsrmbps.jpeg,tide plu jasmin and rose deterg powder 1 kg 100.0 100.0 1 kg
260,260,NDFF2H9YPBSYHZCF, Tulsi Dry Figs, 367.0, 440.0, 300 g, https://rukminim1.flixcart.com/image/280/280/k3uhhu80/nut-dry-fruit/9/q/9/300-dry-anjeer-zaika-pouch-tulsi-original-imafhnvtmxuya3ys.jpeg,tulsi dri fig 367.0 440.0 300 g
261,261,CKBFSF988SVHB5ZZ, BRITANNIA Good Day Chocochip Biscuits, 90.0, 120.0, 4x100 g, https://rukminim1.flixcart.com/image/280/280/kgcl7680/cookie-biscuit/5/z/z/400-good-day-britannia-original-imafwh3rxpqqzzfy.jpeg,britannia good day chocochip biscuit 90.0 120.0 4x100 g
262,262,CKBET6WUQVWCPVKJ, PARLE BakeSmith The English Marie, 30.0, 30.0, 250 g, https://rukminim1.flixcart.com/image/280/280/khkvukw0/cookie-biscuit/v/k/j/250-bakesmith-the-english-marie-parle-original-imafxk72x72ynm2w.jpeg,parl bakesmith the english mari 30.0 30.0 250 g
263,263,DEOEUAU3MQBAWDK9, Yardley London Gentleman Classic Body Spray  -  For Men, 159.0, 199.0, 150 ml, https://rukminim1.flixcart.com/image/280/280/jfh54sw0/deodorant/d/k/9/150-gentleman-classic-deodorant-spray-yardley-london-men-original-imaf3xpftwqrjgu2.jpeg,yardley london gentleman classic bodi spray - for men 159.0 199.0 150 ml
264,264,TEAFGF49VZVYNTWH, tetley Lemon, Ginger, Mint Green Tea Bags Box, 132.0, 25 Bags Box,tetley lemon ginger mint green tea bag box 132.0
265,265,VNGEU32CHZ4EFHWN, Ching's Secret Chilli Vinegar, 45.0, 50.0, 170 ml, https://rukminim1.flixcart.com/image/280/280/kjkbv680/vinegar/h/w/n/170-chilli-ching-s-secret-original-imafz3uyfppunnj6.jpeg,ching' secret chilli vinegar 45.0 50.0 170 ml
266,266,SAKFPEUB2ZYYPZ3Y, VEEBA Truly Tomato Ketchup, 89.0, 129.0, 900 g Pouch, https://rukminim1.flixcart.com/image/280/280/knrsjgw0/sauce-ketchup/7/t/g/truly-tomato-pouch-ketchup-veeba-original-imag2dgnqqmzsnth.jpeg,veeba truli tomato ketchup 89.0 129.0 900 g pouch
268,268,PLSEWWBTSGZ92WNQ, Flipkart Supermart Select Red Masoor Dal (Split), 119.0, 170.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/k6jnfrk0/pulses/w/n/q/1-masoor-dal-masoor-dal-flipkart-supermart-select-original-imafzzg4egcgqmnz.jpeg,flipkart supermart select red masoor dal (split) 119.0 170.0 1 kg
269,269,CMFEUHDXQXG5MTRA, Hajmola Imli, 36.0, 40.0, 120 pieces, https://rukminim1.flixcart.com/image/280/280/j4sronk0/candy-mouth-freshener/t/r/a/120-tablet-imli-hajmola-original-imaevmhfpx3dfcza.jpeg,hajmola imli 36.0 40.0 120 piec
270,270,PLSFRJK44GJPKMNW, Desi Choice Masoor Dal (Whole), 110.0, 150.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/kdqa4y80/pulses/m/n/w/1-red-masoor-whole-masoor-dal-desi-choice-original-imafukqftmze6psg.jpeg,desi choic masoor dal (whole) 110.0 150.0 1 kg
272,272,PLSFRJK4CMSCWENN, Desi Choice Peas (Whole), 109.0, 150.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/kdxfc7k0/pulses/e/n/n/1-white-peas-peas-desi-choice-original-imafuq8v2czh5kj5.jpeg,desi choic pea (whole) 109.0 150.0 1 kg
273,273,CKBET6WU5RWXCB9J, PARLE Hide & Seek Chocolate Chip Cookies, 10.0, 10.0, 33 g, https://rukminim1.flixcart.com/image/280/280/khkvukw0/cookie-biscuit/b/9/j/33-hide-seek-chocolate-chip-cookies-parle-original-imafxk72cfhdwha7.jpeg,parl hide & seek chocol chip cooki 10.0 10.0 33 g
274,274,MDMEUD8PHJFTTGRG, COMPLAN Royale Chocolate, 331.0, 385.0, 750 g, https://rukminim1.flixcart.com/image/280/280/ka73y4w0/milk-drink-mix/g/r/g/750-royale-chocolate-carton-complan-original-imafrtp7b9vpbfdy.jpeg,complan royal chocol 331.0 385.0 750 g
276,276,GHEF6QSAZERJ83JM, Milkfood Rich Desi Ghee 500 ml Carton, 212.0, 252.0, 500 ml Carton, https://rukminim1.flixcart.com/image/280/280/jz30nm80/ghee/3/j/m/500-pure-carton-milkfood-original-imafj69mhznf58ah.jpeg,milkfood rich desi ghee 500 ml carton 212.0 252.0 500 ml carton
277,277,CKBF5WJ7A8KJCZPJ, Priyagold Butter Delite Namkeen Biscuits, 52.0, 60.0, 400 g, https://rukminim1.flixcart.com/image/280/280/kox8b680/cookie-biscuit/a/2/a/butter-delite-namkeen-biscuits-priyagold-original-imag39nvexg6bwmt.jpeg,priyagold butter delit namkeen biscuit 52.0 60.0 400 g
278,278,SNSFKFNVCJKVRSB9, KALEVA Moong Dal, 69.0, 118.0, 2x120 g, https://rukminim1.flixcart.com/image/280/280/knhsgi80/snack-savourie/6/1/i/moong-dal-pouch-kaleva-original-imag25k7vbfyfxy9.jpeg,kaleva moong dal 69.0 118.0 2x120 g
279,279,DEOESRG8MY9SYCMH, NIVEA Fresh Active Deodorant Roll-on  -  For Men, 179.0, 199.0, 50 ml, https://rukminim1.flixcart.com/image/280/280/kkfrjww0/deodorant/3/p/k/fresh-active-deodorant-roll-on-nivea-men-men-original-imafzs2jr37vrwsz.jpeg,nivea fresh activ deodor roll-on - for men 179.0 199.0 50 ml
280,280,CNTFNHESHSNGK7UG, MASTER COOK  - 500 ml Polypropylene Fridge Container, 49.0, 95.0, Pack of 2, Pink,master cook - 500 ml polypropylen fridg contain 49.0 95.0 pack of 2
281,281,TPSEUHEQDRBRYFTD, HIMALAYA Complete Care Toothpaste, 72.0, 80.0, 150 g, https://rukminim1.flixcart.com/image/280/280/j3uh47k0/toothpaste/f/t/d/150-complete-care-himalaya-original-imaeuwfpgtr59sas.jpeg,himalaya complet care toothpast 72.0 80.0 150 g
282,282,SOPF5AC3VHCD8S2Z, Margo Neem Soap, 82.0, 90.0, 4x75 g, https://rukminim1.flixcart.com/image/280/280/jsuoivk0/soap/s/2/z/4-300-neem-soap-margo-original-imafecy5ayxhztey.jpeg,margo neem soap 82.0 90.0 4x75 g
284,284,SOPFQ6TTDJ8CARYC, DETTOL Cool Germ Protection Bathing Soap, 105.0, 105.0, 4x75 g, https://rukminim1.flixcart.com/image/280/280/knunf680/soap/3/q/z/cool-germ-protection-bathing-soap-dettol-original-imag2fhyh4fqhz2f.jpeg,dettol cool germ protect bath soap 105.0 105.0 4x75 g
285,285,PSAFBJW6MDBX7YAX, Bambino Pep Elbow Macaroni Pasta, 49.0, 49.0, 450 g, https://rukminim1.flixcart.com/image/280/280/jt4olu80/pasta/y/a/x/450-na-regular-bambino-original-imafek3ydzytvkdm.jpeg,bambino pep elbow macaroni pasta 49.0 49.0 450 g
286,286,GHEFQX2TUUVNTY7U, Nestle Everyday Shahi Ghee 1 L Tetrapack, 457.0, 500.0, 1 L Tetrapack, https://rukminim1.flixcart.com/image/280/280/kcc9q4w0/ghee/y/7/u/1-everyday-shahi-ghee-tetrapack-nestle-original-imafthxzksctaxhm.jpeg,nestl everyday shahi ghee 1 l tetrapack 457.0 500.0 1 l tetrapack
288,288,RICFUUSHBCTK8TAN, Tamil Ponni Boiled Rice (Boiled), 258.0, 320.0, 5 kg, https://rukminim1.flixcart.com/image/280/280/kfmv9u80/rice/t/a/n/5-na-white-tamil-ponni-boiled-rice-pouch-unbranded-original-imafwfxuqusgkrz2.jpeg,tamil ponni boil rice (boiled) 258.0 320.0 5 kg
289,289,HWSFB243E8CDKN8A, Savlon Herbal Sensitive Handwash Hand Wash Pouch, 99.0, 99.0, 750 ml, https://rukminim1.flixcart.com/image/280/280/k0sgl8w0/hand-wash-sanitizer/n/8/a/750-herbal-sensitive-handwash-pouch-savlon-original-imafkgfreuuqthqh.jpeg,savlon herbal sensit handwash hand wash pouch 99.0 99.0 750 ml
290,290,RICFZWY4HAEQJDCW, Flipkart Supermart Select Medium Poha, 66.0, 90.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/kd69z0w0/rice/y/4/c/500-white-medium-poha-pouch-flipkart-supermart-select-original-imafu4vhmhvp8huf.jpeg,flipkart supermart select medium poha 66.0 90.0 1 kg
291,291,SMPDG2WF7GHZA3ZZ, DOVE Daily Shine Shampoo, 242.0, 255.0, 340 ml, https://rukminim1.flixcart.com/image/280/280/jesunbk0/shampoo/3/z/z/340-daily-shine-shampoo-dove-original-imaez6hvhtq4bcgw.jpeg,dove daili shine shampoo 242.0 255.0 340 ml
292,292,THBEYDPRNNWJHYXD, Colgate Zigzag Medium Toothbrush, 90.0, 120.0, Pack of 6, https://rukminim1.flixcart.com/image/280/280/kjom6q80/toothbrush/y/x/d/zigzag-6-colgate-medium-original-imafz6yqzhfdt4y8.jpeg,colgat zigzag medium toothbrush 90.0 120.0 pack of 6
293,293,CHCEWXEHJSPFHHNM, Cadbury Perk Home Treats Chocolate Bars, 74.0, 99.0, 173.7 g, https://rukminim1.flixcart.com/image/280/280/jjhglu80/chocolate/h/n/m/173-7-perk-home-treats-chocolate-cadbury-original-imaf7fjqufdptepu.jpeg,cadburi perk home treat chocol bar 74.0 99.0 173.7 g
294,294,FCWEUHFSWQVJBC2Q, Everyuth Naturals Moisturising Fruit Face Wash, 93.0, 110.0, 100 g, https://rukminim1.flixcart.com/image/280/280/ka73y4w0/face-wash/c/2/q/100-moisturising-fruit-everyuth-naturals-original-imafrtp622wnawha.jpeg,everyuth natur moisturis fruit face wash 93.0 110.0 100 g
296,296,SNSEU9WP6TPZHZCN, KURKURE Puffcorn Yummy Cheese, 20.0, 20.0, 55 g, https://rukminim1.flixcart.com/image/280/280/koudfgw0/snack-savourie/s/t/r/puffcorn-yummy-cheese-pouch-kurkure-original-imag37qtyjzgtevz.jpeg,kurkur puffcorn yummi chees 20.0 20.0 55 g
297,297,NDFFGHMX4PYUEZBJ, Happilo 100% Natural California Almonds, 399.0, 625.0, 500 g, https://rukminim1.flixcart.com/image/280/280/kgcl7680/nut-dry-fruit/z/b/j/500-100-natural-premium-californian-pouch-happilo-original-imafwhmvxgzkxf8c.jpeg,happilo 100% natur california almond 399.0 625.0 500 g
298,298,ARDEUATWUJ5YQZCG, MiRiNDA Plastic Bottle, 63.0, 75.0, 1.5 L, 307.0,mirinda plastic bottl 63.0 75.0 1.5 l
300,300,SYCEWA2XEYXMGSCF, NUTRELA Soya Chunks, 50.0, 50.0, 200 g, https://rukminim1.flixcart.com/image/280/280/ja73ki80/soya-chunk/s/c/f/200-soya-chunks-nutrela-original-imaeztwtzkfycwqk.jpeg,nutrela soya chunk 50.0 50.0 200 g
301,301,CAFF8W7ZSMDFXJTZ, Kwality Choco Flakes, 249.0, 499.0, 1 kg Pouch, https://rukminim1.flixcart.com/image/280/280/koenl3k0/cereal-flake/i/k/4/choco-flakes-pouch-kwality-original-imag2vbzwhumtnfc.jpeg,kwaliti choco flake 249.0 499.0 1 kg pouch
302,302,DROEUC3F8MHWFRGZ, Kiwi Mr. Muscle Dranex Powder Drain Opener, 25.0, 25.0, 50 g, https://rukminim1.flixcart.com/image/280/280/kl5hh8w0/drain-opener/5/g/c/mr-muscle-dranex-kiwi-original-imagyc73xfqhnhgr.jpeg,kiwi mr. muscl dranex powder drain open 25.0 25.0 50 g
303,303,SHRFA9CKQGD7DEZA, GILLETTE Venus Hair Removal Razor for Women, 229.0, 249.0, 1 Units , https://rukminim1.flixcart.com/image/280/280/jnyxd3k0/shaving-razor/e/z/a/venus-hair-removal-razor-for-women-1-gillette-original-imafaj3gjphuhscm.jpeg,gillett venu hair remov razor for women 229.0 249.0 1 unit
305,305,MDMEU6MXPUAVGJMF, MTR Badam Drink Mix, 215.0, 250.0, 500 g, https://rukminim1.flixcart.com/image/280/280/jq4353k0/milk-drink-mix/j/m/f/500-badam-drink-mix-plastic-bottle-mtr-original-imafc7agpb9g4mcs.jpeg,mtr badam drink mix 215.0 250.0 500 g
306,306,SCMEUE5ZCGGQZFZC, Catch Garam Masala, 68.0, 78.0, 100 g, https://rukminim1.flixcart.com/image/280/280/kgv5x8w0/spice-masala/f/z/c/100-garam-masala-box-catch-powder-original-imafxyf4pbdhuzta.jpeg,catch garam masala 68.0 78.0 100 g
308,308,BCRFTHJZRHADBFFY, LIZOL Disinfectant Floor Cleaner Refill Pack Floral, 278.0, 335.0, 1800 ml, https://rukminim1.flixcart.com/image/280/280/kcdp5zk0/bathroom-floor-cleaner/f/f/y/floral-1800-disinfectant-floor-cleaner-refill-pack-refill-lizol-original-imafthzfh9ypb6dm.jpeg,lizol disinfect floor cleaner refil pack floral 278.0 335.0 1800 ml
309,309,DAJGYHBW63GJXZKH, Paper boat Slurpy Mango Juicer Drink, 67.0, 135.0, 1 L, https://rukminim1.flixcart.com/image/280/280/km57hjk0/drinks-juice/v/0/o/1-slurpy-mango-juicer-drink-tetrapack-paper-boat-original-imagf3y8zccjynxh.jpeg,paper boat slurpi mango juicer drink 67.0 135.0 1 l
310,310,FCWEUHFSZFMYAUPY, Everyuth Naturals Tulsi Turmeric Face Wash, 75.0, 150.0, 150 g, https://rukminim1.flixcart.com/image/280/280/ka73y4w0/face-wash/u/p/y/150-tulsi-turmeric-everyuth-naturals-original-imafrtp6vvzyqzpb.jpeg,everyuth natur tulsi turmer face wash 75.0 150.0 150 g
312,312,CKBFPMZD5FCSXWBF, ORION Choco Pie Chocolate Coated Soft Biscuit, 102.0, 150.0, 336 g, https://rukminim1.flixcart.com/image/280/280/klscivk0/cookie-biscuit/k/a/g/choco-pie-chocolate-coated-soft-biscuit-orion-original-imagytu28fwev7g9.jpeg,orion choco pie chocol coat soft biscuit 102.0 150.0 336 g
314,314,NDFEX88DN49MHHHH, Flipkart Supermart Select Californian Almonds, 80.0, 144.0, 100 g, https://rukminim1.flixcart.com/image/280/280/k70spzk0/nut-dry-fruit/h/h/h/100-californian-pouch-flipkart-supermart-select-original-imafpck6zmdfygs5.jpeg,flipkart supermart select californian almond 80.0 144.0 100 g
