,Unnamed: 0,id,name,price,mrp,variant,image_url,tags
494,494,JGREU7NN7HZNYJZX, 24 Mantra Organic Powder Jaggery, 76.0, 80.0, 450 g, https://rukminim1.flixcart.com/image/280/280/kjvrdzk0/jaggery/y/0/m/powder-powder-pouch-24-mantra-organic-original-imafzcemuewtybtv.jpeg,24 mantra organ powder jaggeri 76.0 80.0 450 g
496,496,CKBFUDMVGPDZU6DX, PARLE Krackjack, 86.0, 120.0, 16x50 g, https://rukminim1.flixcart.com/image/280/280/khkvukw0/cookie-biscuit/6/d/x/800-krackjack-parle-original-imafxk72rh9ctrhh.jpeg,parl krackjack 86.0 120.0 16x50 g
497,497,CHCFXMEYHUQEXZFF, Cadbury Dairy Milk Silk Mousse Bars, 148.0, 175.0, 116 g, https://rukminim1.flixcart.com/image/280/280/ko8xtow0/chocolate/1/d/m/dairy-milk-silk-mousse-cadbury-original-imag2r22zbdbx3fg.jpeg,cadburi dairi milk silk mouss bar 148.0 175.0 116 g
498,498,PLSEUHQHETWHFEXX, Tata Sampann White Urad Dal (Split), 169.0, 185.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/knknc7k0/pulses/y/l/n/urad-dal-urad-dal-tata-sampann-original-imag27vfpn33p6nh.jpeg,tata sampann white urad dal (split) 169.0 185.0 1 kg
500,500,SCMETEMSJK8MDQCC, Tata Sampann Coriander Powder, 29.0, 31.0, 100 g, https://rukminim1.flixcart.com/image/280/280/knknc7k0/spice-masala/f/w/a/coriander-powder-pouch-tata-sampann-powder-original-imag27vhfrceb2ag.jpeg,tata sampann coriand powder 29.0 31.0 100 g
501,501,EDOF8QMGSZABE4EP, Pansari Refined Soyabean Oil Pouch, 166.0, 180.0, 1 L, https://rukminim1.flixcart.com/image/280/280/jp1i93k0/edible-oil/4/e/p/1-refined-pouch-soyabean-oil-pansari-original-imafbcpxmzytattd.jpeg,pansari refin soyabean oil pouch 166.0 180.0 1 l
502,502,NDLF3QVYHDMWN83S, YIPPEE Mood Masala Instant Noodles Vegetarian, 52.0, 58.0, 260 g, https://rukminim1.flixcart.com/image/280/280/kdyus280/noodle/8/3/s/260-mood-masala-instant-noodles-yippee-original-imafurgjcfaus3hy.jpeg,yippe mood masala instant noodl vegetarian 52.0 58.0 260 g
504,504,CHPFG2BQB7HSKQSD, Bingo Salt Sprinkled Potato Chips, 40.0, 50.0, 100 g, https://rukminim1.flixcart.com/image/280/280/k16qzrk0/chips/q/s/d/130-original-style-salt-sprinkled-bingo-original-imafktpkkmyr68gk.jpeg,bingo salt sprinkl potato chip 40.0 50.0 100 g
506,506,WFWEU7NTFQGJEUZY, Dukes Waffy Strawberry Wafer Rolls, 125.0, 250.0, 300 g, https://rukminim1.flixcart.com/image/280/280/j3nbwy80/wafer-waffle/u/z/y/300-waffy-rolls-strawberry-wafer-rolls-dukes-original-imaeuqazauzwpm6x.jpeg,duke waffi strawberri wafer roll 125.0 250.0 300 g
508,508,TPSF77BS5VAGHKCD, Dabur Red Gel Toothpaste, 122.0, 170.0, 2x150 g, https://rukminim1.flixcart.com/image/280/280/jk1grrk0/toothpaste/k/c/d/300-red-gel-dabur-original-imaf7h2nwdfaqey8.jpeg,dabur red gel toothpast 122.0 170.0 2x150 g
509,509,CHPEUD7GJQY74KMY, Bingo Salted Potato Chips, 20.0, 20.0, 52 g, https://rukminim1.flixcart.com/image/280/280/jeykeq80/chips/k/m/y/52-yumitos-salted-bingo-original-imaf3j7mkhtngapm.jpeg,bingo salt potato chip 20.0 20.0 52 g
510,510,TEAEZGK98AEG9ACJ, Waghbakri Premium Leaf Tea Pouch, 275.0, 275.0, 500 g Pouch, https://rukminim1.flixcart.com/image/280/280/kon887k0/tea/a/u/m/premium-leaf-pouch-regular-tea-waghbakri-leaves-original-imag323ywbk5f787.jpeg,waghbakri premium leaf tea pouch 275.0 275.0 500 g pouch
512,512,CHCFHHUNVZRPRZGG, Cadbury Dairy Milk Silk Roast Almond Bars, 154.0, 175.0, 143 g, https://rukminim1.flixcart.com/image/280/280/ko7idu80/chocolate/u/g/s/dairy-milk-silk-roast-almond-cadbury-original-imag2pm2gj5uxcx6.jpeg,cadburi dairi milk silk roast almond bar 154.0 175.0 143 g
513,513,JASGYZQMHBTJJAZX, Apis Fruit Blast 700 g, 99.0, 120.0, 700 g, https://rukminim1.flixcart.com/image/280/280/kndi4y80/jam-spread/h/b/1/700-fruit-blast-glass-bottle-mixed-fruit-jam-apis-original-imag22dvuzmkfkuq.jpeg,api fruit blast 700 g 99.0 120.0 700 g
514,514,HWSFC9EU3CSCYATK, DETTOL Skincare Hand Wash Refill Pouch, 198.0, 209.0, 1.5 L, https://rukminim1.flixcart.com/image/280/280/kit6hzk0/hand-wash-sanitizer/a/t/k/1-5-skincare-liquid-hand-wash-refill-pouch-dettol-original-imafyggscvgfgd4q.jpeg,dettol skincar hand wash refil pouch 198.0 209.0 1.5 l
516,516,CFEET82S2H2VSY5W, BRU Instant Coffee, 170.0, 170.0, 100 g, https://rukminim1.flixcart.com/image/280/280/jb2j98w0/coffee/y/5/w/100-instant-coffee-plastic-bottle-bru-original-imafyg9ymghhtkhp.jpeg,bru instant coffe 170.0 170.0 100 g
517,517,SAMF9EEWDK9MYDHS, Haldiram's Classic Dryfruit Patisa Box, 144.0, 240.0, 400 g, https://rukminim1.flixcart.com/image/280/280/jusp3m80/sweet-mithai/d/h/s/400-na-patisa-haldiram-s-original-imaffup2zsjugehg.jpeg,haldiram' classic dryfruit patisa box 144.0 240.0 400 g
518,518,SCMFW25WDQKCDYXW, Regency Cinnamon, 92.0, 125.0, 50 g, https://rukminim1.flixcart.com/image/280/280/kjx6tu80/spice-masala/i/d/u/cinnamon-pouch-regency-whole-original-imafzds9gg57tmqx.jpeg,regenc cinnamon 92.0 125.0 50 g
519,519,PEREU9GPUJHMRQ75, Enchanteur Charming Body Mist  -  For Women, 157.0, 190.0, 150 ml, https://rukminim1.flixcart.com/image/280/280/k83dlzk0/deodorant/q/7/5/150-charming-body-mist-enchanteur-women-original-imafq6v5nqkbvqz5.jpeg,enchanteur charm bodi mist - for women 157.0 190.0 150 ml
520,520,RICFGVBY5YDH7U9M, Flipkart Supermart Select Kolam Rice (Raw), 890.0, 890.0, 10 kg, https://rukminim1.flixcart.com/image/280/280/k8q8nm80/rice/a/c/f/10-white-na-hmt-rice-bag-flipkart-supermart-select-original-imafqzcpgcmxwugq.jpeg,flipkart supermart select kolam rice (raw) 890.0 890.0 10 kg
521,521,SOPFTHVZBTNKPZJZ, LIFEBUOY Total 10, 193.0, 210.0, 7x125 g, https://rukminim1.flixcart.com/image/280/280/koixwnk0/soap/k/a/r/total-10-lifebuoy-original-imag2yufajzvb5ez.jpeg,lifebuoy total 10 193.0 210.0 7x125 g
522,522,DAJF5WHHEGJFWSHW, Priyagold Fresh Gold Litchi, 64.0, 110.0, 1 L, https://rukminim1.flixcart.com/image/280/280/joynde80/drinks-juice/s/h/w/1-fresh-gold-litchi-tetrapack-priyagold-original-imafagwhhshncwrx.jpeg,priyagold fresh gold litchi 64.0 110.0 1 l
524,524,FLRF49WH7AZTW6XP, Sreebhog Maida, 46.0, 70.0, 500 g, https://rukminim1.flixcart.com/image/280/280/jlv70y80/flour/6/x/p/500-maida-maida-sreebhog-original-imaf8wkgj8hfzjev.jpeg,sreebhog maida 46.0 70.0 500 g
525,525,RMDFJHJ4F2YKAF2D, Tata Q Hot and Spicy Schezwan Noodles with Veggies 290 g, 49.0, 99.0, 290 g, https://rukminim1.flixcart.com/image/280/280/kn6cxow0/ready-meal/8/t/g/hot-and-spicy-schezwan-noodles-with-veggies-tata-q-original-imagfwt8fq8wqeqj.jpeg,tata q hot and spici schezwan noodl with veggi 290 g 49.0 99.0 290 g
526,526,CNCEVYXFVHBFVGHG, HERSHEY'S Genuine Chocolate Chocolate, 180.0, 200.0, 623 g, https://rukminim1.flixcart.com/image/280/280/jq4353k0/concentrate/g/h/g/chocolate-flavor-syrup-hershey-s-original-imafc7agbgfg9qpc.jpeg,hershey' genuin chocol chocol 180.0 200.0 623 g
528,528,NDFF7VQCAUACUTMV, Ziofit Indian Long Raisins, 148.0, 165.0, 200 g, https://rukminim1.flixcart.com/image/280/280/kgcl7680/nut-dry-fruit/n/d/8/500-indian-long-pouch-ziofit-original-imafwhng7cgphepg.jpeg,ziofit indian long raisin 148.0 165.0 200 g
529,529,SATF5Y8HVAWVYZKT, CHUKDE Black Salt, 24.0, 24.0, 200 g, https://rukminim1.flixcart.com/image/280/280/jlo1tow0/salt/z/k/t/200-na-black-salt-chukde-original-imaf8ryfqhz3kzxx.jpeg,chukd black salt 24.0 24.0 200 g
530,530,CHCEWXEHNUTNFAQU, Cadbury Dairy Milk Silk Fruit and Nut Chocolate Bars, 76.0, 80.0, 55 g, https://rukminim1.flixcart.com/image/280/280/kjbr8280-0/chocolate/o/i/a/dairy-milk-silk-fruit-and-nut-chocolate-cadbury-original-imafyx49nf3f3fne.jpeg,cadburi dairi milk silk fruit and nut chocol bar 76.0 80.0 55 g
532,532,PLSFUUSEF9CYYQEX, Chana Dal (Split), 100.0, 130.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/kfpq5jk0/pulses/q/e/x/1-chana-dal-chana-dal-unbranded-original-imafw49gj2ctg4xd.jpeg,chana dal (split) 100.0 130.0 1 kg
533,533,SMPDAZUREHUFHJST, HIMALAYA Gentle Baby Shampoo, 170.0, 170.0, 200 ml, https://rukminim1.flixcart.com/image/280/280/k6jnfrk0/shampoo/y/n/t/400-gentle-baby-shampoo-pack-himalaya-original-imafzzebzanwzwvw.jpeg,himalaya gentl babi shampoo 170.0 170.0 200 ml
534,534,EDOEUHJMTEESBZZT, Oleev Imported Pomace Olive Oil Plastic Bottle, 299.0, 899.0, 1 L, https://rukminim1.flixcart.com/image/280/280/k7ksvww0/edible-oil/z/z/t/1-imported-pomace-plastic-bottle-olive-oil-oleev-original-imafps8fcmgckmha.jpeg,oleev import pomac oliv oil plastic bottl 299.0 899.0 1 l
536,536,LDTEZ2XR2XPTPMBW, Tide Plus Extra Power Lemon & Mint Detergent Powder 500 g, 45.0, 45.0, 500 g, https://rukminim1.flixcart.com/image/280/280/jk1grrk0/laundry-detergent/m/b/w/500-lemon-tide-plus-original-imaf7h5dzg2gpjgu.jpeg,tide plu extra power lemon & mint deterg powder 500 g 45.0 45.0 500 g
537,537,KISFMF8JT6BFC9CZ, MACARIZE 2 in 1 JAPAN design Kitchen Steel All-Purpose Scissor, 131.0, 499.0, Black, 621.0,macar 2 in 1 japan design kitchen steel all-purpos scissor 131.0 499.0 black
538,538,MDMFHXD75QYVGKYF, Manna Badam Mix, 125.0, 250.0, 400 g, https://rukminim1.flixcart.com/image/280/280/kjrh2fk0/milk-drink-mix/k/y/f/400-badam-mix-carton-manna-original-imafz9aubhfyzjcd.jpeg,manna badam mix 125.0 250.0 400 g
540,540,NDFF4N9PPGZHA83Z, Apis Arabian Pearls Premium Fard Dates, 103.0, 115.0, 250 g, https://rukminim1.flixcart.com/image/280/280/ji0lbbk0/nut-dry-fruit/8/3/z/250-arabian-pearls-premium-pouch-apis-original-imaf5xfusmaeuabh.jpeg,api arabian pearl premium fard date 103.0 115.0 250 g
541,541,ARDFA6WQY6MHXUZT, Coca-Cola PET Bottle, 80.0, 90.0, 2 L, 752.0,coca-cola pet bottl 80.0 90.0 2 l
542,542,CHCFTGK93PHNNBBA, SNICKERS Bars, 99.0, 149.0, 168 g, https://rukminim1.flixcart.com/image/280/280/kffq2kw0/chocolate/b/b/a/168-peanut-filled-chocolate-bar-family-treats-snickers-original-imafvwj2fbmfgfjf.jpeg,snicker bar 99.0 149.0 168 g
544,544,DRCFSFHZG9RPVYWP, Amul Fresh Pure Cream, 197.0, 197.0, 1 L, https://rukminim1.flixcart.com/image/280/280/kfoapow0/dairy-cream/y/w/p/1000-whipping-cream-amul-original-imafw33fnw9ggxrs.jpeg,amul fresh pure cream 197.0 197.0 1 l
545,545,SAKET5NZWZSHYGMC, Dabur Hommade Tomato Puree, 23.0, 25.0, 200 g, https://rukminim1.flixcart.com/image/280/280/ke0a7ww0/paste-puree/g/m/c/200-tomato-puree-hommade-tomato-puree-tetrapack-dabur-original-imafuskf4a7fgung.jpeg,dabur hommad tomato pure 23.0 25.0 200 g
546,546,CNCETZN83HDBECWQ, TANG Orange Instant Drink Mix, 124.0, 135.0, 500 g, https://rukminim1.flixcart.com/image/280/280/jjx6g7k0/concentrate/c/w/q/orange-instant-drink-mix-tang-original-imaf7dqzhxtxjjua.jpeg,tang orang instant drink mix 124.0 135.0 500 g
548,548,SCMEXBGHSPQS3GUX, Flipkart Supermart Select Saunf Small, 37.0, 60.0, 100 g, https://rukminim1.flixcart.com/image/280/280/k70spzk0/spice-masala/g/u/x/100-saunf-small-pouch-flipkart-supermart-select-whole-original-imafpck6frcczc9e.jpeg,flipkart supermart select saunf small 37.0 60.0 100 g
549,549,NDLFAAAADQQDU3NH, Maggi Fusian Hong Kong Spicy Garlic Instant Noodles Vegetarian, 20.0, 20.0, 73 g, https://rukminim1.flixcart.com/image/280/280/k1l1ea80/noodle/3/n/h/73-fusian-hong-kong-spicy-garlic-instant-noodles-maggi-original-imafh4g9pqhmkqgk.jpeg,maggi fusian hong kong spici garlic instant noodl vegetarian 20.0 20.0 73 g
550,550,CMFFJY67SZ9NZQXE, Chocoliebe Eclairs Plus Choco Caramel Candy, 45.0, 50.0, 156.4 g, https://rukminim1.flixcart.com/image/280/280/k7285u80/candy-mouth-freshener/q/x/e/170-2-eclairs-plus-chocoliebe-original-imafpdwhwb4dxzzh.jpeg,chocolieb eclair plu choco caramel candi 45.0 50.0 156.4 g
551,551,WIPFWG897ZGHQ8CY, DETTOL Original, Sanitize Skin & Surfaces, Safe on Skin, Resealable Lock-lid, 129.0,dettol origin sanit skin & surfac safe on skin reseal lock-lid
552,552,HWSFQY6FNQZRQTJ9, Savlon Handwash Moisture Shield Hand Wash Pouch, 207.0, 319.0, 1.5 L, https://rukminim1.flixcart.com/image/280/280/k8ytaq80/hand-wash-sanitizer/t/j/9/1500-handwash-moisture-shield-pouch-savlon-original-imafqv7hnvyxuna7.jpeg,savlon handwash moistur shield hand wash pouch 207.0 319.0 1.5 l
553,553,WFWEU7NTXTVHUUJJ, Dukes Nice, 49.0, 49.0, 3x150 g, https://rukminim1.flixcart.com/image/280/280/j4hc5u80/cookie-biscuit/u/j/j/450-nice-combi-dukes-original-imaevdzgzhzhqmsm.jpeg,duke nice 49.0 49.0 3x150 g
554,554,SCMETEMSAGQYHK9W, MTR Puliogare Powder, 115.0, 115.0, 200 g, https://rukminim1.flixcart.com/image/280/280/j3nbwy80/spice-masala/k/9/w/200-pouch-puliyogare-mtr-foods-powder-original-imaeupacsgvewd4z.jpeg,mtr puliogar powder 115.0 115.0 200 g
556,556,NDFFGHMXT8GXWBNF, Happilo Premium Seedless Green Raisins, 276.0, 325.0, 500 g, https://rukminim1.flixcart.com/image/280/280/kgcl7680/nut-dry-fruit/b/n/f/500-premium-seedless-green-pouch-happilo-original-imafwhmv29cg7zsa.jpeg,happilo premium seedless green raisin 276.0 325.0 500 g
557,557,CHPFST2PBKXWXNDG, CRAX Fritts Chips, 27.0, 45.0, 3x41 g, https://rukminim1.flixcart.com/image/280/280/kekadu80/chips/n/d/g/123-fritts-cream-and-onion-crax-original-imafv76esusabfhn.jpeg,crax fritt chip 27.0 45.0 3x41 g
558,558,NDFFNHCYHNHKFTEZ, Regency Dried Blueberry, 158.0, 240.0, 75 g, https://rukminim1.flixcart.com/image/280/280/k70spzk0/nut-dry-fruit/t/e/z/75-dried-blueberry-pouch-regency-original-imafpcv7hfpqr7sz.jpeg,regenc dri blueberri 158.0 240.0 75 g
559,559,SOPFRCY3AWYYH6G9, Godrej Protekt Health Bathing Soap | Citrus Fragrance | Anti-bacterial with 99.9% Germ Protection, 234.0, 260.0, 8x100 g, https://rukminim1.flixcart.com/image/280/280/kelptow0/soap/6/g/9/8-800-health-bathing-soap-citrus-fragrance-anti-bacterial-with-original-imafv8xwrtneg4ug.jpeg,godrej protekt health bath soap | citru fragranc | anti-bacteri with 99.9% germ protect 234.0 260.0 8x100 g
560,560,NDFFYMWZ9PRWSC3T, Farmley Roasted & Flavored Makhana - Mint 180g Pack for 2 (90g Each) Fox Nut, 239.0, 358.0, 2x90 g, https://rukminim1.flixcart.com/image/280/280/kixgtjk0-0/nut-dry-fruit/b/g/y/180-roasted-flavored-makhana-mint-180g-pack-for-2-90g-each-mason-original-imafyhqa9yqcjkdb.jpeg,farmley roast & flavor makhana - mint 180g pack for 2 (90g each) fox nut 239.0 358.0 2x90 g
561,561,NDFFYMWZSJXVGRUP, Farmley Roasted & Flavored Makhana - Peri Peri 180g Pack for 2 (90g Each) Fox Nut, 223.0, 358.0, 2x90 g, https://rukminim1.flixcart.com/image/280/280/kixgtjk0-0/nut-dry-fruit/b/3/y/180-roasted-flavored-makhana-peri-peri-180g-pack-for-2-90g-each-original-imafyhqrmyjb8chj.jpeg,farmley roast & flavor makhana - peri peri 180g pack for 2 (90g each) fox nut 223.0 358.0 2x90 g
562,562,NDFFYMWZPDRFZ7YA, Farmley Roasted & Flavored Makhana - Cream N Onion 180g Pack for 2 (90g Each) Fox Nut, 244.0, 358.0, 2x90 g, https://rukminim1.flixcart.com/image/280/280/kixgtjk0-0/nut-dry-fruit/q/c/s/180-roasted-flavored-makhana-cream-n-onion-180g-pack-for-2-90g-original-imafyhqgyjtkzewk.jpeg,farmley roast & flavor makhana - cream n onion 180g pack for 2 (90g each) fox nut 244.0 358.0 2x90 g
564,564,NDFFYMWZQPWHYUCV, Farmley Roasted & Flavored Makhana - Tangy Tomato 180g Pack for 2 (90g Each) Fox Nut, 227.0, 358.0, 2x90 g, https://rukminim1.flixcart.com/image/280/280/kl175ow0/nut-dry-fruit/k/z/r/roasted-flavored-makhana-tangy-tomato-180g-pack-for-2-90g-each-original-imagy8p3czph7faw.jpeg,farmley roast & flavor makhana - tangi tomato 180g pack for 2 (90g each) fox nut 227.0 358.0 2x90 g
565,565,NDFFYMWZYYHM3T3R, Farmley Roasted & Salted Makhana 180g Pack for 2 (90g Each) Fox Nut, 244.0, 358.0, 2x90 g, https://rukminim1.flixcart.com/image/280/280/kixgtjk0-0/nut-dry-fruit/w/x/i/180-roasted-salted-makhana-180g-pack-for-2-90g-each-mason-jar-original-imafyhqcx9wmkxrc.jpeg,farmley roast & salt makhana 180g pack for 2 (90g each) fox nut 244.0 358.0 2x90 g
566,566,CNCEVYXFCRGYHCZA, HERSHEY'S Chocolate Flavor Syrup Chocolate, 81.0, 90.0, 200 g, https://rukminim1.flixcart.com/image/280/280/jeykeq80/concentrate/c/z/a/200-choco-syrup-hershey-s-original-imaf3j7rdsu5pafv.jpeg,hershey' chocol flavor syrup chocol 81.0 90.0 200 g
568,568,MPWETZWFGBHGHXKJ, Amulya Dairy Whitener Milk Powder, 410.0, 410.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/jbb3wcw0/milk-powder/x/k/j/1-dairy-whitener-amulya-original-imafypfnehmcy6mj.jpeg,amulya dairi whiten milk powder 410.0 410.0 1 kg
569,569,PLSF6Y2DZ6YGQAGU, Rajdhani Moong Dal (Split), 84.0, 96.0, 500 g, https://rukminim1.flixcart.com/image/280/280/ju04akw0/pulses/a/g/u/500-moong-chilka-moong-dal-rajdhani-original-imaff8awegfg4g7w.jpeg,rajdhani moong dal (split) 84.0 96.0 500 g
570,570,RYMF8F2SA7GSYMHY, Gits Gulab Jamun Dessert Mix 200 g, 90.0, 99.0, 200 g, https://rukminim1.flixcart.com/image/280/280/khuvxjk0/ready-mix/m/h/y/200-gulab-jamun-dessert-mix-dessert-mix-gits-original-imafxrsgxrbrn76u.jpeg,git gulab jamun dessert mix 200 g 90.0 99.0 200 g
572,572,MDMEUHK5DDUXZVYZ, Pediasure Vanilla Delight Health Drink, 1240.0, 1240.0, 1 kg, https://rukminim1.flixcart.com/image/280/280/k8t3jbk0/milk-drink-mix/v/y/z/1-vanilla-delight-health-drink-carton-pediasure-original-imafqqswgugcbsdh.jpeg,pediasur vanilla delight health drink 1240.0 1240.0 1 kg
573,573,SCMF64GHBEWQGHHS, Ashok Ani Seed Saunf Mahin, 46.0, 46.0, 100 g, https://rukminim1.flixcart.com/image/280/280/jlv70y80/spice-masala/h/h/s/100-ani-seed-saunf-mahin-pouch-ashok-whole-original-imaf8whhvq6fw8hc.jpeg,ashok ani seed saunf mahin 46.0 46.0 100 g
574,574,TCNEUD8544YFNNHJ, Harpic Power Plus Rose Liquid Toilet Cleaner, 89.0, 89.0, 500 ml, https://rukminim1.flixcart.com/image/280/280/klcmoi80/toilet-cleaner/v/q/u/rose-power-plus-harpic-original-imagygygbdvvek5r.jpeg,harpic power plu rose liquid toilet cleaner 89.0 89.0 500 ml
576,576,SOPEU6NPW2CZF6HN, Pears Soft and Fresh Bathing Bar, 188.0, 209.0, 3x125 g, https://rukminim1.flixcart.com/image/280/280/jksm4y80/soap/6/h/n/3-375-soft-and-fresh-bathing-bar-pears-original-imaf82ff7fbe7hhu.jpeg,pear soft and fresh bath bar 188.0 209.0 3x125 g
577,577,RICFHGUXSXFBXYM4, Everyday Rice Basmati Rice, 247.0, 375.0, 5 kg, https://rukminim1.flixcart.com/image/280/280/kd0k7m80/rice/y/m/4/5-white-everyday-rice-basmati-rice-pouch-unbranded-original-imafuybfzgkjefff.jpeg,everyday rice basmati rice 247.0 375.0 5 kg
578,578,SCMEUHFX6P6ZPNX8, EVEREST Sambhar Masala, 34.0, 34.0, 50 g, https://rukminim1.flixcart.com/image/280/280/kjabs7k0-0/spice-masala/r/8/a/sambhar-masala-box-everest-powder-original-imafyvpggzfngpra.jpeg,everest sambhar masala 34.0 34.0 50 g
580,580,DAJETHEKGGMMV2KT, Paper boat Juice - Orange, 73.0, 110.0, 1 L, https://rukminim1.flixcart.com/image/280/280/klzhq4w0/drinks-juice/n/b/b/juice-orange-tetrapack-paper-boat-original-imagyzsaagkxpewu.jpeg,paper boat juic - orang 73.0 110.0 1 l
581,581,NDFFYM3GBNSWR4DK, Farmley Selecta Green Long Raisins, 202.0, 349.0, 500 g, https://rukminim1.flixcart.com/image/280/280/kjiwfbk0-0/nut-dry-fruit/o/n/i/1-selecta-green-raisin-long-pouch-farmley-original-imafz2ttbcbcg5vd.jpeg,farmley selecta green long raisin 202.0 349.0 500 g
582,582,CHPFYHXP3UGKUUBH, MAKINO Chips, 105.0, 210.0, 3x100 g, https://rukminim1.flixcart.com/image/280/280/kl5hh8w0/chips/h/u/e/300-nacho-chips-jalapeno-100-g-x-3-makino-original-imagyc3ynxgzgfhq.jpeg,makino chip 105.0 210.0 3x100 g
584,584,HAIFFYFPJ3GCWSAE, OM bhakti Pancha Deepa Oil, 98.0, 119.0, 500 ml, https://rukminim1.flixcart.com/image/280/280/jc5458w0/havan-items/s/a/e/pancha-deepa-oil-om-bhakti-original-imaffy2rtesrhgef.jpeg,om bhakti pancha deepa oil 98.0 119.0 500 ml
585,585,FLRF6YFKCZAHE7EE, Rajdhani Dalia Broken Wheat, 35.0, 39.0, 500 g, https://rukminim1.flixcart.com/image/280/280/ju04akw0/flour/7/e/e/500-dalia-broken-wheat-rajdhani-original-imaff8avuax5pn8e.jpeg,rajdhani dalia broken wheat 35.0 39.0 500 g
586,586,TPSEVXK2MZNTHQUZ, PATANJALI Dant Kanti Medicated Oral Gel Toothpaste, 45.0, 45.0, 100 g, https://rukminim1.flixcart.com/image/280/280/jpinjbk0/toothpaste/q/u/z/100-dant-kanti-medicated-patanjali-original-imafbqwdxfhmzsmr.jpeg,patanjali dant kanti medic oral gel toothpast 45.0 45.0 100 g
588,588,HWSETCJ8QECXZZRW, DETTOL Instant , Original Hand Sanitizer Bottle, 25.0, 25.0, 794.0,dettol instant origin hand sanit bottl 25.0 25.0
589,589,CHPET827JVSBHCG9, Pringles Original Potato Chips, 89.0, 99.0, 107 g, https://rukminim1.flixcart.com/image/280/280/kjbr8280-0/chips/u/z/n/original-potato-pringles-original-imafyx4fzv5jt7zk.jpeg,pringl origin potato chip 89.0 99.0 107 g
590,590,HOLFZGZDRESSDUUW, NIHAR Naturals Shanti Amla Badam  Hair Oil, 136.0, 155.0, 500 ml, https://rukminim1.flixcart.com/image/280/280/kiqbma80/hair-oil/u/u/w/500-naturals-shanti-amla-badam-hair-oil-nihar-original-imafygmft8g5heub.jpeg,nihar natur shanti amla badam hair oil 136.0 155.0 500 ml
592,592,MDMEY99XHHG9BU6W, ENSURE Vanilla Flavour, 524.0, 565.0, 400 g, https://rukminim1.flixcart.com/image/280/280/kc9eufk0/energy-sport-drink-mix/h/x/d/400-vanilla-ensure-original-imaftf5xfwrgsafc.jpeg,ensur vanilla flavour 524.0 565.0 400 g
593,593,PSAEUD8KADJ67RMY, Sunfeast Treat Cheese Pasta, 21.0, 25.0, 65 g, https://rukminim1.flixcart.com/image/280/280/ke0a7ww0/pasta/r/m/y/70-treat-cheese-instant-sunfeast-original-imafusgm9htdqf8w.jpeg,sunfeast treat chees pasta 21.0 25.0 65 g
594,594,THBFPEUEC4YJFBQR, Colgate ZigZag Charcoal Medium Bristle Toothbrush Medium Toothbrush, 99.0, 99.0, Pack of 4, https://rukminim1.flixcart.com/image/280/280/kfbfr0w0/toothbrush/b/q/r/zigzag-charcoal-medium-bristle-toothbrush-4-colgate-medium-original-imafvsnuyaquhhth.jpeg,colgat zigzag charcoal medium bristl toothbrush medium toothbrush 99.0 99.0 pack of 4
596,596,CMFF788GZYYHHGRS, LuvIt Crazysmackers Assorted Lollipop, 54.0, 68.0, 96 g, https://rukminim1.flixcart.com/image/280/280/kb1470w0/candy-mouth-freshener/g/r/s/96-crazysmackers-luvit-original-imafsgvjjacbymhz.jpeg,luvit crazysmack assort lollipop 54.0 68.0 96 g
597,597,TPSETYD5VKCMNFU8, PEPSODENT Germicheck Healthy Fresh Toothpaste, 81.0, 90.0, 200 g, https://rukminim1.flixcart.com/image/280/280/koixwnk0/toothpaste/s/u/n/germicheck-healthy-fresh-pepsodent-original-imag2yufpnegxmrq.jpeg,pepsod germicheck healthi fresh toothpast 81.0 90.0 200 g
598,598,WFWFMHNJCQ6TZCKW, Dukes Waffy Strawberry Wafers, 53.0, 90.0, 2x75 g, https://rukminim1.flixcart.com/image/280/280/k4n2avk0/wafer-waffle/c/k/w/150-waffy-strawberry-wafers-wafers-dukes-original-imafngfq3zhnahj6.jpeg,duke waffi strawberri wafer 53.0 90.0 2x75 g
600,600,SPPERYK9JZMJ8P6P, Whisper Ultra Soft XL Wings Sanitary Pad, 140.0, 140.0, 15 Units, https://rukminim1.flixcart.com/image/280/280/kcc9q4w0/sanitary-pad-pantyliner/p/6/p/ultra-soft-xl-wings-xl-15-sanitary-pad-whisper-original-imafthtg4av8hjfa.jpeg,whisper ultra soft xl wing sanitari pad 140.0 140.0 15 unit
601,601,CHPFG2BQVGXHHYGP, Bingo Cream and Onion Potato Chips, 40.0, 50.0, 130 g, https://rukminim1.flixcart.com/image/280/280/jzblaq80/chips/y/g/p/130-cream-and-onion-bingo-original-imafjcvhhrdzxxdf.jpeg,bingo cream and onion potato chip 40.0 50.0 130 g
602,602,DAJEUARYGKJXUNF4, Real Activ 100% Mixed Fruit Juice, 108.0, 135.0, 1 L, https://rukminim1.flixcart.com/image/280/280/kf1fo280/drinks-juice/n/f/4/1-activ-100-mixed-fruit-juice-tetrapack-real-original-imafvhagzh44wrfh.jpeg,real activ 100% mix fruit juic 108.0 135.0 1 l
